Algorithm,parameter_name,parameter_value,total_ev_served_mean,total_ev_served_std,total_evs_spawned_mean,total_evs_spawned_std,total_profits_mean,total_profits_std,total_energy_charged_mean,total_energy_charged_std,total_energy_discharged_mean,total_energy_discharged_std,average_user_satisfaction_mean,average_user_satisfaction_std,power_tracker_violation_mean,power_tracker_violation_std,tracking_error_mean,tracking_error_std,energy_tracking_error_mean,energy_tracking_error_std,energy_user_satisfaction_mean,energy_user_satisfaction_std,std_energy_user_satisfaction_mean,std_energy_user_satisfaction_std,min_energy_user_satisfaction_mean,min_energy_user_satisfaction_std,total_steps_min_emergency_battery_capacity_violation_mean,total_steps_min_emergency_battery_capacity_violation_std,transformer_overload_kwh_mean,transformer_overload_kwh_std,peak_transformer_loading_pct_mean,peak_transformer_loading_pct_std,average_transformer_loading_pct_mean,average_transformer_loading_pct_std,battery_degradation_mean,battery_degradation_std,battery_degradation_calendar_mean,battery_degradation_calendar_std,battery_degradation_cycling_mean,battery_degradation_cycling_std,total_reward_mean,total_reward_std,action_mask_mean,action_mask_std,execution_time_mean,execution_time_std,v2g_time_percentage_mean,v2g_time_percentage_std,average_v2g_power_mean,average_v2g_power_std,calendar_degradation_mean,calendar_degradation_std,cyclic_degradation_mean,cyclic_degradation_std,profit_per_ev_mean,profit_per_ev_std
TQC,Transformer Max Power (kW),200,16.0,0.0,16.0,0.0,17.14978619046157,0.0,215.9379806702253,2.842170943040401e-14,292.43030989824376,0.0,0.40992652961857257,0.0,0.33000000000000185,0.0,161022.50240841313,0.0,587.842473740044,0.0,40.99265296185725,0.0,32.33414271029912,0.0,15.432098765432102,0.0,8.0,0.0,0.0,0.0,10.55256636675717,0.0,-1.3659344505003308,0.0,0.003827274593278671,0.0,0.00022677602278264308,0.0,0.003600498570496028,0.0,8.73635228692799,0.0,0.0,0.0,0.24325966835021973,0.07452153594505098,72.848948374761,0.0,3.07013448712067,4.440892098500626e-16,1.4253567629832348e-05,1.6940658945086007e-21,0.00022591628155723775,0.0,1.071861636903848,0.0
Online_MPC_NonAdaptive,Transformer Max Power (kW),200,16.0,0.0,16.0,0.0,18.566568015715742,0.0,138.09523641845496,0.0,224.4,2.842170943040401e-14,0.4186760025140018,0.0,3.228830918562775,0.0,159435.30579693106,0.0,599.1043235528518,0.0,41.86760025140018,0.0,4.381331482370459,0.0,37.43827160493828,0.0,36.0,0.0,0.0,0.0,6.916133745992091,0.0,-1.5411564925275896,0.0,0.002155738102517348,0.0,0.0002966107073566557,0.0,0.001859127395160692,2.168404344971009e-19,11.345200040647333,0.0,0.0,0.0,10.33001216252645,0.3448317781179161,17.208413001912046,0.0,9.973333333333334,0.0,1.85148876892051e-05,0.0,0.00011532482862088707,0.0,1.1604105009822339,0.0
Online_MPC_Adaptive,Transformer Max Power (kW),200,16.0,0.0,16.0,0.0,18.566568015715742,0.0,138.09523641845496,0.0,224.4,2.842170943040401e-14,0.4186760025140018,0.0,3.228830918562775,0.0,159435.30579693106,0.0,599.1043235528518,0.0,41.86760025140018,0.0,4.381331482370459,0.0,37.43827160493828,0.0,36.0,0.0,0.0,0.0,6.916133745992091,0.0,-1.5411564925275896,0.0,0.002155738102517348,0.0,0.0002966107073566557,0.0,0.001859127395160692,2.168404344971009e-19,11.345200040647333,0.0,0.0,0.0,9.911547978719076,0.6688083029552586,17.208413001912046,0.0,9.973333333333334,0.0,1.85148876892051e-05,0.0,0.00011532482862088707,0.0,1.1604105009822339,0.0
AFAP,Transformer Max Power (kW),400,16.0,0.0,16.0,0.0,-98.6953790347602,0.0,464.67299778112334,0.0,0.0,0.0,1.0,0.0,643.1303946214376,0.0,61677.66935543795,7.275957614183426e-12,368.077344041621,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,25.79411778923436,0.0,4.148866051617172,0.0,0.005380781954359333,8.673617379884035e-19,0.0009551547777394807,1.0842021724855044e-19,0.004425627176619852,0.0,-98.69537903476015,0.0,0.0,0.0,0.10891199111938477,0.03505439107336852,0.0,0.0,0.0,0.0,6.0016677824146525e-05,0.0,0.00027940089732436104,0.0,-6.168461189672512,0.0
ALAP,Transformer Max Power (kW),400,16.0,0.0,16.0,0.0,-55.74511486058628,0.0,249.53542286274168,2.842170943040401e-14,0.0,0.0,0.7754081549970567,0.0,311.2271314305753,0.0,85570.29307100765,0.0,417.2632873645714,0.0,77.54081549970567,0.0,14.493132759047201,0.0,61.419753086419746,0.0,0.0,0.0,0.0,0.0,23.21249999999999,0.0,2.2279948469887647,0.0,0.0021974015555746205,0.0,0.00046551839222826316,0.0,0.0017318831633463573,0.0,-47.843711772022914,0.0,0.0,0.0,0.11381761233011882,0.02225428219146969,0.0,0.0,0.0,0.0,2.9681433026585264e-05,3.3881317890172014e-21,0.00010659499673146276,0.0,-3.4840696787866423,0.0
RR,Transformer Max Power (kW),400,16.0,0.0,16.0,0.0,-44.3509403901808,7.105427357601002e-15,212.90012308846192,0.0,0.0,0.0,0.7416935519184733,0.0,0.0,0.0,42032.09612467276,0.0,298.28502142356353,0.0,74.16935519184733,0.0,22.133326031290853,0.0,44.078125,0.0,0.0,0.0,0.0,0.0,9.090000000000002,0.0,1.9008939561469813,0.0,0.0020839653006791536,0.0,0.000590803707270342,0.0,0.0014931615934088121,2.168404344971009e-19,-42.68006310369203,0.0,0.0,0.0,0.13652475674947104,0.03785122349049253,0.0,0.0,0.0,0.0,3.720590172674897e-05,0.0,9.308208508273278e-05,1.3552527156068805e-20,-2.7719337743863,4.440892098500626e-16
SAC,Transformer Max Power (kW),400,16.0,0.0,16.0,0.0,-65.2213325567181,0.0,359.47705257712533,0.0,55.40749976236006,0.0,0.8224700687713099,0.0,249.93753839885278,0.0,50888.74970666125,7.275957614183426e-12,332.08436089668663,0.0,82.24700687713099,0.0,32.17138155563235,0.0,15.432098765432102,0.0,1.0,0.0,0.0,0.0,15.577539388867978,0.0,2.7149067215604035,0.0,0.004540301906390279,0.0,0.0007358320463120386,1.0842021724855044e-19,0.0038044698600782404,4.336808689942018e-19,-65.23900331629075,0.0,0.0,0.0,0.24277965227762857,0.03256958522242767,21.41491395793499,3.552713678800501e-15,1.978839277227145,0.0,4.623756775544638e-05,0.0,0.00023950321474460734,0.0,-4.076333284794881,0.0
DDPG,Transformer Max Power (kW),400,16.0,0.0,16.0,0.0,-7.790778922749376,0.0,193.0373532080447,0.0,153.3025,0.0,0.5371524127707464,0.0,0.0,0.0,99245.64913521492,0.0,471.4502913039808,0.0,53.71524127707465,0.0,40.85339427561788,0.0,15.432098765432102,0.0,4.0,0.0,0.0,0.0,5.594999999999994,8.881784197001252e-16,0.354775475071827,5.551115123125783e-17,0.0034469145952191276,4.336808689942018e-19,0.000461539351162816,0.0,0.0029853752440563114,0.0,-10.453003265620488,0.0,0.0,0.0,0.19132542610168457,0.04879969793980748,53.72848948374761,0.0,2.1822419928825623,0.0,2.8869995491329114e-05,0.0,0.00018844021404186757,0.0,-0.486923682671836,0.0
DDPG+PER,Transformer Max Power (kW),400,16.0,0.0,16.0,0.0,6.354255055452843,0.0,157.83012856409016,0.0,179.395,0.0,0.4831935342817502,5.551115123125783e-17,0.0,0.0,116524.80545837987,0.0,532.7500159479353,0.0,48.31935342817502,0.0,40.072516834805256,0.0,15.432098765432102,0.0,5.0,0.0,0.0,0.0,8.941114848462657,0.0,-0.19254349496348108,2.7755575615628914e-17,0.0032063239487036214,0.0,0.0003660206350548873,0.0,0.002840303313648733,4.336808689942018e-19,0.5709154201122972,0.0,0.0,0.0,0.18263578414916992,0.014917084030916522,63.8623326959847,7.105427357601002e-15,2.1484431137724553,0.0,2.2865601092092057e-05,3.3881317890172014e-21,0.0001775358593265338,0.0,0.3971409409658027,0.0
TQC,Transformer Max Power (kW),400,16.0,0.0,16.0,0.0,11.727055025173916,0.0,206.31224122539933,0.0,257.5476803835245,0.0,0.43848936929248555,0.0,0.33000000000000185,0.0,135422.16720816193,0.0,562.5855836701509,0.0,43.84893692924856,0.0,37.93124994186882,0.0,15.432098765432102,0.0,7.0,0.0,0.0,0.0,5.186702676741005,0.0,-0.457459278197547,5.551115123125783e-17,0.0038770556943007483,0.0,0.00032847256363275826,0.0,0.00354858313066799,4.336808689942018e-19,-0.6193348750114476,0.0,0.0,0.0,0.19965084393819174,0.04499669162316363,67.68642447418738,0.0,2.9101432811697685,0.0,2.0494572512052266e-05,3.3881317890172014e-21,0.0002232472213853505,2.710505431213761e-20,0.7329409390733698,0.0
Online_MPC_NonAdaptive,Transformer Max Power (kW),400,16.0,0.0,16.0,0.0,18.566568015715742,0.0,138.09523641845496,0.0,224.4,2.842170943040401e-14,0.4186760025140018,0.0,3.228830918562775,0.0,159435.30579693106,0.0,599.1043235528518,0.0,41.86760025140018,0.0,4.381331482370459,0.0,37.43827160493828,0.0,36.0,0.0,0.0,0.0,3.4580668729960453,0.0,-0.7705782462637948,0.0,0.002155738102517348,0.0,0.0002966107073566557,0.0,0.001859127395160692,2.168404344971009e-19,11.345200040647333,0.0,0.0,0.0,10.3759183883667,0.6023701150672228,17.208413001912046,0.0,9.973333333333334,0.0,1.85148876892051e-05,0.0,0.00011532482862088707,0.0,1.1604105009822339,0.0
Online_MPC_Adaptive,Transformer Max Power (kW),400,16.0,0.0,16.0,0.0,18.566568015715742,0.0,138.09523641845496,0.0,224.4,2.842170943040401e-14,0.4186760025140018,0.0,3.228830918562775,0.0,159435.30579693106,0.0,599.1043235528518,0.0,41.86760025140018,0.0,4.381331482370459,0.0,37.43827160493828,0.0,36.0,0.0,0.0,0.0,3.4580668729960453,0.0,-0.7705782462637948,0.0,0.002155738102517348,0.0,0.0002966107073566557,0.0,0.001859127395160692,2.168404344971009e-19,11.345200040647333,0.0,0.0,0.0,10.416548728942871,0.08038457073479684,17.208413001912046,0.0,9.973333333333334,0.0,1.85148876892051e-05,0.0,0.00011532482862088707,0.0,1.1604105009822339,0.0
