Algorithm,scenario_name,total_ev_served_mean,total_ev_served_std,total_evs_spawned_mean,total_evs_spawned_std,total_profits_mean,total_profits_std,total_energy_charged_mean,total_energy_charged_std,total_energy_discharged_mean,total_energy_discharged_std,average_user_satisfaction_mean,average_user_satisfaction_std,power_tracker_violation_mean,power_tracker_violation_std,tracking_error_mean,tracking_error_std,energy_tracking_error_mean,energy_tracking_error_std,energy_user_satisfaction_mean,energy_user_satisfaction_std,std_energy_user_satisfaction_mean,std_energy_user_satisfaction_std,min_energy_user_satisfaction_mean,min_energy_user_satisfaction_std,total_steps_min_emergency_battery_capacity_violation_mean,total_steps_min_emergency_battery_capacity_violation_std,transformer_overload_kwh_mean,transformer_overload_kwh_std,peak_transformer_loading_pct_mean,peak_transformer_loading_pct_std,average_transformer_loading_pct_mean,average_transformer_loading_pct_std,battery_degradation_mean,battery_degradation_std,battery_degradation_calendar_mean,battery_degradation_calendar_std,battery_degradation_cycling_mean,battery_degradation_cycling_std,total_reward_mean,total_reward_std,action_mask_mean,action_mask_std,execution_time_mean,execution_time_std,calendar_degradation_mean,calendar_degradation_std,cyclic_degradation_mean,cyclic_degradation_std,profit_per_ev_mean,profit_per_ev_std
TQC,V2GProfitMax,16.0,0.0,16.0,0.0,36.76872362979342,0.0,148.12116137278207,0.0,339.39121677788285,0.0,0.2956320606421233,0.0,109.09591488690101,0.0,275304.20353399613,0.0,757.0031573605769,0.0,29.563206064212327,0.0,21.04066427908682,0.0,15.432098765432102,0.0,9.0,0.0,0.0,0.0,60.60781337792874,0.0,-6.83107340732503,0.0,0.003102215049188475,0.0,0.00013004440002244556,0.0,0.0029721706491660296,0.0,34.82855292643842,0.0,0.0,0.0,0.10737991333007812,0.0,8.08300917184528e-06,0.0,0.00018600689882026781,0.0,2.298045226862089,0.0
Online_MPC_NonAdaptive,V2GProfitMax,16.0,0.0,16.0,0.0,6.668116758013589,0.0,42.886918741294515,0.0,68.61,0.0,0.4872258145774968,0.0,0.0,0.0,121804.23081718003,0.0,536.908225770731,0.0,48.72258145774969,0.0,26.35251325943719,0.0,15.432098765432102,0.0,1.0,0.0,0.0,0.0,12.159546102313742,0.0,-0.918681473525196,0.0,0.0012588803722633564,0.0,0.00039396844995925363,0.0,0.0008649119223041029,0.0,0.49586073449103063,0.0,0.0,0.0,6.98794150352478,0.0,2.4586769164193005e-05,0.0,5.4005899465840394e-05,0.0,0.4167572973758493,0.0
Online_MPC_Adaptive,V2GProfitMax,16.0,0.0,16.0,0.0,14.026441648895567,0.0,38.368778577159176,0.0,99.42500000000001,0.0,0.44877273001583784,0.0,0.0,0.0,138609.76691333856,0.0,572.2413659348665,0.0,44.87727300158379,0.0,24.521285557860526,0.0,15.432098765432102,0.0,3.0,0.0,0.0,0.0,12.213315999483894,0.0,-2.1805793365300294,0.0,0.0014019145546757547,0.0,0.00035149268431600714,0.0,0.0010504218703597475,0.0,6.438897634144162,0.0,0.0,0.0,8.583351612091064,0.0,2.1894158180283634e-05,0.0,6.558494880815017e-05,0.0,0.8766526030559729,0.0
AFAP,V2GProfitPlusLoads,17.0,0.0,17.0,0.0,-88.60100006854603,0.0,420.53592514942665,0.0,0.0,0.0,0.9999797160243408,0.0,642.8144236133153,0.0,59823.80064092561,0.0,358.8277072933132,0.0,99.99797160243408,0.0,0.00811359026369353,0.0,99.9655172413793,0.0,0.0,0.0,0.0,0.0,52.54906862121743,0.0,7.509570091954047,0.0,0.005427711114545784,0.0,0.0010426794482918088,0.0,0.004385031666253976,0.0,-88.60100006854604,0.0,0.0,0.0,0.04738879203796387,0.0,6.157978599853355e-05,0.0,0.0002599491007534266,0.0,-5.211823533443884,0.0
ALAP,V2GProfitPlusLoads,17.0,0.0,17.0,0.0,-57.46427969284441,0.0,239.788990190827,0.0,0.0,0.0,0.8232311576858657,0.0,246.65215238239838,0.0,55549.26517243231,0.0,341.49350663645436,0.0,82.32311576858658,0.0,12.533216418924189,0.0,57.64578833693306,0.0,0.0,0.0,0.0,0.0,29.699999999999978,0.0,4.281946253407625,0.0,0.002041432927860366,0.0,0.0005981268596986613,0.0,0.0014433060681617047,0.0,-51.053696283777924,0.0,0.0,0.0,0.04788470268249512,0.0,3.570823854251649e-05,0.0,8.492510299991298e-05,0.0,-3.3802517466379065,0.0
RR,V2GProfitPlusLoads,17.0,0.0,17.0,0.0,-44.88219631000791,0.0,209.54143732132178,0.0,0.0,0.0,0.7953926480412948,0.0,0.0,0.0,26728.06806995885,0.0,248.41498331476035,0.0,79.53926480412949,0.0,17.10203360060444,0.0,47.65217391304348,0.0,0.0,0.0,0.0,0.0,14.850000000000005,0.0,3.741811380737888,0.0,0.0021904650463819347,0.0,0.0007247292189445909,0.0,0.0014657358274373436,0.0,-42.68276055160948,0.0,0.0,0.0,0.032369136810302734,0.0,4.288169169496884e-05,0.0,8.651618283065628e-05,0.0,-2.640129194706348,0.0
SAC,V2GProfitPlusLoads,17.0,0.0,17.0,0.0,-27.713036305928764,0.0,399.2811502412808,0.0,254.51105107070765,0.0,0.7189120281777641,0.0,51.570488325772764,0.0,61794.52086812271,0.0,338.97156562839535,0.0,71.8912028177764,0.0,34.47512674089003,0.0,15.432098765432102,0.0,6.0,0.0,0.0,0.0,36.95537400256063,0.0,2.585180342331662,0.0,0.005221619427346418,0.0,0.0005845871921696852,0.0,0.004637032235176733,0.0,-28.14166561386294,0.0,0.0,0.0,0.12795138359069824,0.0,3.466947776416434e-05,0.0,0.0002757396030769418,0.0,-1.6301786062311037,0.0
DDPG,V2GProfitPlusLoads,17.0,0.0,17.0,0.0,63.16404377819913,0.0,109.29741148805027,0.0,403.72,0.0,0.3122278659216073,0.0,0.0,0.0,236851.7986903504,0.0,752.3790091480316,0.0,31.222786592160727,0.0,31.85919447559794,0.0,12.987012987012985,0.0,12.0,0.0,0.0,0.0,0.028061207333881514,0.0,-5.257546223427673,0.0,0.004185457953378056,0.0,0.00022031862485649714,0.0,0.003965139328521559,0.0,41.98180627788412,0.0,0.0,0.0,0.10590744018554688,0.0,1.2807314827367075e-05,0.0,0.0002359646159167028,0.0,3.71553198695289,0.0
DDPG+PER,V2GProfitPlusLoads,17.0,0.0,17.0,0.0,5.35160170233398,0.0,199.05851979552446,0.0,240.40500000000006,0.0,0.5576556640051364,0.0,31.668424276495557,0.0,128071.38651899285,0.0,515.1371129788054,0.0,55.76556640051363,0.0,41.71404492768987,0.0,12.987012987012985,0.0,7.0,0.0,0.0,0.0,6.532333904342122,0.0,-0.7383300036513488,0.0,0.004418636086655403,0.0,0.0005465435170516798,0.0,0.0038720925696037237,0.0,5.707745325263212,0.0,0.0,0.0,0.12248992919921875,0.0,3.2118479566385816e-05,0.0,0.0002298485674275617,0.0,0.3148001001372929,0.0
TQC,V2GProfitPlusLoads,17.0,0.0,17.0,0.0,46.67331640234028,0.0,110.4955793965781,0.0,347.5685526675745,0.0,0.36473907237006675,0.0,36.38821802995396,0.0,279329.86723335664,0.0,713.2235029220556,0.0,36.47390723700668,0.0,31.77467185077816,0.0,14.636363636363637,0.0,10.0,0.0,0.0,0.0,13.283767713042058,0.0,-4.233445951267794,0.0,0.0036555326393089027,0.0,0.0002315281185486775,0.0,0.003424004520760225,0.0,42.84650337868003,0.0,0.0,0.0,0.1270003318786621,0.0,1.3569224303813247e-05,0.0,0.00020288140317699274,0.0,2.7454892001376634,0.0
Online_MPC_NonAdaptive,V2GProfitPlusLoads,17.0,0.0,17.0,0.0,17.991147951641846,0.0,51.763955703957976,0.0,128.375,0.0,0.5212742766975894,0.0,0.0,0.0,104607.56556229768,0.0,534.567464932124,0.0,52.127427669758944,0.0,22.00118202964393,0.0,18.191304347826087,0.0,5.0,0.0,0.0,0.0,2.1814656279266345,0.0,-1.3680543624293218,0.0,0.0016626606863378052,0.0,0.0005105002519982066,0.0,0.0011521604343395985,0.0,8.418922200191663,0.0,0.0,0.0,9.740941524505615,0.0,2.9923375957934274e-05,0.0,6.776277585514993e-05,0.0,1.0583028206848144,0.0
Online_MPC_Adaptive,V2GProfitPlusLoads,17.0,0.0,17.0,0.0,20.808764765667654,0.0,39.35033260119284,0.0,130.27499999999998,0.0,0.502565829946418,0.0,0.0,0.0,111185.49196633504,0.0,548.8810880348893,0.0,50.25658299464181,0.0,20.538972223495055,0.0,20.34782608695652,0.0,3.0,0.0,0.0,0.0,2.835469168151841,0.0,-1.6236547749786994,0.0,0.0015504857843957954,0.0,0.0004932497343591361,0.0,0.0010572360500366595,0.0,10.357544580584602,0.0,0.0,0.0,10.620723009109497,0.0,2.8884702241098025e-05,0.0,6.229770084589483e-05,0.0,1.2240449862157443,0.0
